client_id,client_type,age_band,gender,region,signup_month,first_trip_date,last_trip_date,days_since_last_trip,lifetime_trips,trips_last_12m,lifetime_spend,spend_last_12m,avg_spend_per_trip,avg_lead_time_days,trips_one_way,trips_round_trip,trips_multi_leg,preferred_aircraft_category,nps_response,website_visits_last_30d
C-D0FE4287D586,Individual,55-64,Unknown,Northeast,2023-01-01,2024-01-11,2025-04-18,288,20,5,628963.7,115537.0,31448.18,,12,8,0,Midsize,,2
C-4419C12E8CD0,Individual,55-64,M,South,2023-01-01,2024-01-22,2026-01-12,19,20,14,1161867.09,649512.05,58093.35,9.1,11,8,1,Light Jet,,5
C-97A2D47BE5F4,Individual,65+,M,South,2023-07-01,2024-02-01,2024-05-17,624,3,0,57574.39,0.0,19191.46,24.0,0,2,1,Heavy Jet,,6
C-5969A8E48A83,Business,55-64,M,Northeast,2023-03-01,2024-01-08,2026-01-19,12,53,14,1286608.66,292343.25,24275.64,19.6,7,42,4,Light Jet,,2
C-3A2E637359E6,Individual,45-54,M,South,2023-02-01,2024-11-12,2025-11-07,85,2,1,67887.84,27319.62,33943.92,42.5,0,2,0,Heavy Jet,6.0,5
C-5C9EC2C7D884,Individual,35-44,M,Midwest,2023-05-01,2024-11-24,2025-11-16,76,3,1,59923.19,20748.34,19974.4,89.0,3,0,0,Midsize,8.0,9
C-60070E9667F3,Business,25-34,Unknown,South,2023-03-01,2024-02-23,2026-01-21,10,8,6,235781.12,165817.51,29472.64,23.6,2,6,0,Ultra Long Range,,1
C-580909A2AA8F,Individual,45-54,M,Northeast,2024-10-01,2024-10-19,2025-09-08,145,10,7,282848.04,219350.82,28284.8,3.2,7,3,0,Ultra Long Range,2.0,3
C-1E3B03F252F7,Individual,35-44,M,Northeast,2023-03-01,2024-09-09,2025-10-02,121,3,2,204373.77,124722.79,68124.59,40.7,0,1,2,Ultra Long Range,,5
C-827E43434A5A,Business,25-34,Unknown,South,2023-03-01,2024-01-19,2025-11-26,66,11,5,262303.61,135596.38,23845.78,12.5,2,9,0,Midsize,2.0,3
C-0DC38A9FF6F3,Individual,45-54,F,South,2024-05-01,2024-05-25,2025-08-27,157,21,4,623324.74,101159.89,29682.13,4.2,9,12,0,Midsize,,5
C-8C592DBE6515,Individual,35-44,,Northeast,2024-08-01,2024-08-29,2024-08-29,520,1,0,22275.66,0.0,22275.66,90.0,0,1,0,Super Mid,,8
C-3E9460213320,Individual,65+,M,Northeast,2023-09-01,2024-05-21,2025-09-25,128,4,2,111494.36,54329.23,27873.59,,4,0,0,Light Jet,3.0,3
C-7743A39B6587,Business,55-64,Unknown,Northeast,2023-04-01,2024-06-08,2025-12-17,45,11,7,234582.15,140108.22,21325.65,,10,1,0,Heavy Jet,,2
C-625D7EE514DE,Individual,45-54,M,Northeast,2023-03-01,2024-01-13,2025-04-21,285,21,5,585425.05,90752.77,27877.38,4.4,16,5,0,Midsize,,3
C-94B323F2E0FC,Individual,65+,M,Northeast,2023-03-01,2024-01-19,2025-09-28,125,27,7,726083.38,168980.95,26891.98,,13,14,0,Midsize,,6
C-0A498ABD24F2,Individual,45-54,M,South,2023-03-01,2024-03-06,2025-11-07,85,6,2,238606.72999999998,89194.64,39767.79,18.3,0,6,0,Light Jet,,7
C-AC9AAA5E0E4B,Individual,35-44,F,Northeast,2023-12-01,2024-03-17,2026-01-23,8,8,6,255628.68,172872.69,31953.58,,0,8,0,Super Mid,5.0,2
C-D155A94FC123,Individual,65+,M,Unknown,2023-03-01,2024-09-22,2025-08-22,162,4,2,118520.19,72097.77,29630.05,20.0,0,4,0,Heavy Jet,,5
C-6213E750CD47,Individual,55-64,M,Northeast,2023-07-01,2024-03-02,2025-09-02,151,22,6,869232.7200000001,161316.35,39510.58,4.5,17,5,0,Light Jet,,2
C-50963B1A0DB5,Business,35-44,M,West,2023-12-01,2024-12-11,2025-12-05,57,6,5,213282.22,192418.56,35547.04,22.7,3,3,0,Midsize,,6
C-2BC18389199F,Business,45-54,F,South,2023-04-01,2025-01-07,2025-12-15,47,3,2,46128.47,31543.41,15376.16,2.3,2,1,0,Heavy Jet,,6
C-8D1DD16244ED,Individual,35-44,F,West,2023-03-01,2025-03-31,2025-06-04,241,2,2,37647.71,37647.71,18823.86,7.5,0,2,0,Heavy Jet,,1
C-1AAE75A6900D,Business,25-34,Unknown,West,2023-04-01,2024-01-29,2025-12-03,59,45,21,1317643.09,567320.24,29280.96,11.6,2,16,27,Midsize,3.0,1
C-B648CC112C4D,Individual,55-64,F,Northeast,2023-06-01,2024-04-19,2025-04-03,303,5,4,122897.1,97205.53,24579.42,3.2,2,3,0,Ultra Long Range,8.0,2
C-624F910EB1CD,Individual,65+,M,Unknown,2023-04-01,2024-06-07,2024-06-07,603,1,0,40265.46,0.0,40265.46,116.0,0,1,0,Super Mid,,3
C-34C2D389984B,Individual,35-44,M,South,2023-05-01,2024-01-15,2025-07-10,205,13,1,208391.52000000002,24055.49,16030.12,14.1,11,1,1,Light Jet,,1
C-92AFA1695476,Individual,55-64,M,South,2024-06-01,2024-06-22,2024-06-22,588,1,0,38871.52,0.0,38871.52,13.0,0,0,1,Light Jet,7.0,3
C-9F6277C16601,Individual,45-54,M,West,2024-07-01,2025-01-31,2025-11-09,83,6,6,167718.37,167718.37,27953.06,11.8,3,2,1,Super Mid,,3
C-1FB8715ECAA4,Individual,45-54,M,West,2025-01-01,2025-01-30,2025-04-22,284,2,1,46132.19,15764.2,23066.1,,1,1,0,Light Jet,,3
C-1593F2A128AD,Individual,45-54,,South,2025-07-01,2025-07-06,2026-01-21,10,4,4,102785.23,102785.23,25696.31,,1,2,1,Super Mid,,3
C-D0821846E9D9,Individual,35-44,M,South,2025-09-01,2025-11-07,2025-12-30,32,2,2,41238.46,41238.46,20619.23,19.0,0,2,0,Midsize,,3
C-A48814AE0FEA,Business,45-54,F,South,2023-03-01,2024-01-24,2025-03-08,329,5,1,156377.81,51443.35,31275.56,41.8,2,3,0,Super Mid,,8
C-D976FE9EC8F2,Individual,35-44,M,South,2024-06-01,2024-07-13,2026-01-14,17,18,13,613285.47,400334.36,34071.42,31.3,4,14,0,Midsize,2.0,3
C-AC23C9DC250C,Individual,45-54,M,West,2023-05-01,2024-06-15,2024-06-15,595,1,0,28291.51,0.0,28291.51,2.0,0,1,0,Super Mid,,2
C-E8840EDB9222,Business,45-54,M,Northeast,2023-04-01,2024-01-25,2024-01-25,737,1,0,25436.57,0.0,25436.57,17.0,0,1,0,Midsize,1.0,5
C-8E78D9BDE5F3,Individual,45-54,Unknown,Northeast,,2024-01-13,2024-12-26,401,15,0,530324.17,0.0,35354.94,25.9,1,13,1,Heavy Jet,5.0,4
C-D26EE809C0A2,Individual,35-44,F,Northeast,2023-05-01,2025-10-10,2025-10-11,112,2,2,62365.020000000004,62365.02,31182.51,0.5,2,0,0,Ultra Long Range,2.0,2
C-A83B6F304D64,Business,35-44,Unknown,South,,2024-04-22,2025-12-09,53,7,4,139295.83000000002,86366.9,19899.4,,4,2,1,Ultra Long Range,,4
C-BE65B668ACCF,Individual,55-64,M,South,2025-12-01,2025-12-15,2025-12-15,47,1,1,49114.63,49114.63,49114.63,5.0,0,1,0,Super Mid,9.0,0
C-0F8CE15C403E,Business,55-64,M,West,2024-02-01,2024-06-30,2025-08-17,167,6,4,104666.48000000001,72200.1,17444.41,34.3,5,1,0,Midsize,,2
C-92F0775D375B,Business,35-44,F,Unknown,2023-09-01,2024-03-09,2025-10-26,97,12,7,212372.85,131759.54,17697.74,17.3,5,7,0,Ultra Long Range,0.0,3
C-0825C8F85BBF,Individual,45-54,M,Midwest,2023-06-01,2024-01-13,2026-01-14,17,26,12,590924.02,253126.37,22727.85,25.5,13,13,0,Heavy Jet,,7
C-8631E3E589F0,Individual,55-64,F,South,2023-07-01,2024-01-01,2025-05-07,269,26,5,976980.44,148849.07,37576.17,10.5,2,21,3,Super Mid,,6
C-A056316E36C5,Individual,35-44,M,Midwest,2023-05-01,2024-04-25,2026-01-19,12,10,6,216500.32,117172.11,21650.03,,8,2,0,Midsize,,6
C-68FBEB442EF8,Individual,55-64,M,West,2023-06-01,2024-11-18,2024-11-18,439,1,0,20833.58,0.0,20833.58,9.0,1,0,0,Ultra Long Range,,4
C-EB215AD0E566,Individual,45-54,M,West,2024-08-01,2024-08-02,2024-08-02,547,1,0,30688.08,0.0,30688.08,2.0,1,0,0,Midsize,,3
C-E1B2C337DEB4,Individual,55-64,M,Northeast,2024-09-01,2024-09-29,2025-10-05,118,3,1,54126.43,18476.8,18042.14,8.3,1,2,0,Midsize,,5
C-6DE70073153C,Individual,35-44,F,Northeast,2025-01-01,2025-01-08,2025-12-18,44,2,1,59444.24,38505.21,29722.12,24.0,0,2,0,Light Jet,7.0,5
C-C4A827553767,Individual,25-34,M,South,2023-06-01,2024-11-21,2025-08-16,168,3,1,185225.97999999998,20782.08,61741.99,77.0,0,2,1,Super Mid,,5
C-9BDA7B21D99A,Individual,35-44,M,South,2023-06-01,2024-06-21,2025-06-10,235,6,3,91778.85,38458.48,15296.48,39.7,6,0,0,Heavy Jet,3.0,6
C-0EC880D28D33,Individual,45-54,M,South,2025-10-01,2025-10-25,2026-01-07,24,4,4,205769.25,205769.25,51442.31,14.2,0,4,0,Light Jet,,4
C-6DFDE6588207,Business,45-54,F,South,2023-06-01,2024-01-01,2024-05-20,621,5,0,170412.05,0.0,34082.41,25.0,2,3,0,Midsize,3.0,5
C-182494E5580F,Individual,35-44,,Northeast,2023-07-01,2024-05-19,2025-10-06,117,4,1,52758.92,10701.79,13189.73,24.5,4,0,0,Midsize,5.0,4
C-5DCB4DCDC4A7,Individual,55-64,F,West,2023-06-01,2024-02-06,2025-11-19,73,11,6,244549.01,111228.4,22231.73,17.0,8,3,0,Ultra Long Range,,5
C-36AF50CD0DDA,Individual,35-44,Unknown,Northeast,2023-07-01,2024-01-03,2025-11-25,67,6,3,135125.93,47816.75,22520.99,22.2,2,4,0,Midsize,7.0,6
C-E8069573D03A,Individual,45-54,F,South,2024-12-01,2024-12-21,2024-12-21,406,1,0,81310.24,0.0,81310.24,32.0,0,1,0,Midsize,,6
C-E5FBB17CCA48,Individual,35-44,M,International,2025-05-01,2025-05-03,2025-05-03,273,1,1,10117.74,10117.74,10117.74,0.0,1,0,0,Ultra Long Range,4.0,3
C-FFEC225BA1B8,Individual,45-54,F,International,2025-04-01,2025-06-02,2025-08-29,155,2,2,108114.23000000001,108114.23,54057.12,22.0,0,2,0,Super Mid,,2
C-40305DAAA017,Individual,45-54,M,West,2023-10-01,2024-09-16,2024-09-16,502,1,0,72978.96,0.0,72978.96,75.0,0,1,0,Light Jet,7.0,6
C-72291658FC15,Individual,35-44,M,Unknown,2023-07-01,2024-02-15,2025-08-08,176,6,1,146240.03,22606.01,24373.34,17.0,5,1,0,Light Jet,,4
C-4BFFF0F8206D,Individual,45-54,F,Northeast,2023-08-01,2024-09-02,2024-09-02,516,1,0,18785.45,0.0,18785.45,14.0,1,0,0,Light Jet,,4
C-8DE9811AFD4B,Individual,55-64,M,Unknown,2023-09-01,2024-01-12,2025-05-15,261,10,3,148329.37,23125.36,14832.94,20.3,7,3,0,Midsize,0.0,6
C-C4554DB3D77E,Individual,45-54,Other,South,2023-08-01,2025-11-03,2025-11-03,89,1,1,41536.37,41536.37,41536.37,46.0,0,1,0,Light Jet,5.0,2
C-F4D518F13F98,Business,55-64,F,Northeast,,2024-01-06,2025-12-22,40,5,2,85090.47,35520.0,17018.09,7.4,3,2,0,Super Mid,3.0,4
C-89D1E84451EA,Individual,35-44,M,South,2023-08-01,2024-01-04,2026-01-08,23,19,13,386065.17,276743.79,20319.22,31.8,7,12,0,Light Jet,5.0,1
C-EAD525F58A72,Individual,55-64,M,South,2023-08-01,2024-09-18,2025-11-08,84,4,3,91481.04999999999,62131.96,22870.26,1.2,3,1,0,Midsize,,1
C-418876CC21AF,Individual,65+,F,South,2023-08-01,2024-06-21,2025-08-29,155,7,3,215692.95,113587.23,30813.28,13.4,2,4,1,Midsize,,3
C-3DFD1014BE40,Individual,25-34,M,West,2023-08-01,2024-01-18,2026-01-07,24,14,7,340013.55,128226.58,24286.68,10.6,9,5,0,Light Jet,,5
C-781F72FF53BC,Individual,35-44,M,West,2023-09-01,2024-07-06,2024-09-29,489,2,0,71834.09,0.0,35917.04,15.5,2,0,0,Heavy Jet,6.0,4
C-C2C2E4095402,Individual,55-64,M,Northeast,2024-05-01,2024-05-03,2025-10-29,94,2,1,64583.01,32007.86,32291.5,33.0,2,0,0,Super Mid,,3
C-D53940200723,Individual,45-54,M,South,2023-08-01,2025-04-18,2025-04-18,288,1,1,13581.52,13581.52,13581.52,31.0,0,1,0,Midsize,,6
C-92F92E2C15F7,Individual,55-64,M,Midwest,2023-10-01,2024-03-16,2026-01-21,10,4,2,68534.74,33451.55,17133.69,42.0,4,0,0,Heavy Jet,2.0,7
C-00B536C06380,Individual,45-54,F,West,2024-08-01,2024-11-22,2025-12-19,43,4,2,126994.95,67617.95,31748.74,98.3,0,4,0,Heavy Jet,,9
C-1B7FDB7F437A,Individual,45-54,M,Northeast,2024-02-01,2024-02-22,2024-02-22,709,1,0,209666.5,0.0,209666.5,8.0,0,0,1,Midsize,6.0,6
C-85E1D3785B9D,Individual,45-54,F,West,2023-09-01,2024-03-22,2025-03-18,319,3,1,89414.04,14209.4,29804.68,2.7,1,2,0,Light Jet,,8
C-30B6E261F3FE,Individual,55-64,M,South,2023-09-01,2024-01-17,2025-09-23,130,20,10,608563.7,249605.33,30428.18,34.0,13,7,0,Light Jet,,5
C-71B6BDA9BD31,Business,45-54,M,Northeast,2023-11-01,2024-11-29,2024-11-29,428,1,0,30101.39,0.0,30101.39,57.0,0,1,0,Heavy Jet,,0
C-F64482BCF260,Individual,55-64,F,International,2023-10-01,2024-03-09,2024-10-08,480,4,0,67398.92,0.0,16849.73,,2,2,0,Super Mid,,5
C-4FDE927FE4A6,Individual,45-54,M,South,2025-11-01,2025-11-09,2025-12-28,34,3,3,78529.73999999999,78529.74,26176.58,9.3,3,0,0,Midsize,,3
C-FF7A0EB1480E,Individual,45-54,M,Northeast,2023-09-01,2024-03-29,2025-12-02,60,8,4,186752.49,90582.07,23344.06,3.4,8,0,0,Midsize,8.0,6
C-886FDF0BE9F2,Individual,45-54,M,Midwest,2023-09-01,2024-02-19,2024-12-09,418,2,0,100617.69,0.0,50308.84,,0,1,1,Super Mid,9.0,2
C-D35EFF497E0F,Individual,55-64,Unknown,West,2023-12-01,2024-02-01,2026-01-06,25,11,6,200542.36000000002,112822.05,18231.12,32.3,8,3,0,Midsize,8.0,5
C-669B38F7B26F,Individual,45-54,F,South,2024-12-01,2025-05-25,2025-05-31,245,2,2,50770.66,50770.66,25385.33,126.5,2,0,0,Midsize,,6
C-552347FE5BC2,Individual,45-54,M,South,2023-12-01,2024-02-07,2025-05-25,251,7,2,283570.33,51062.19,40510.05,,4,2,1,Ultra Long Range,,2
C-322F9FD25756,Individual,65+,M,South,2024-06-01,2024-06-02,2024-06-02,608,1,0,10406.97,0.0,10406.97,2.0,1,0,0,Light Jet,0.0,7
C-D5A2E8180CDA,Individual,55-64,M,West,2023-10-01,2024-09-04,2024-09-04,514,1,0,13832.05,0.0,13832.05,42.0,0,1,0,Light Jet,,4
C-D2A6E4087298,Individual,45-54,F,Northeast,,2024-01-04,2024-01-04,758,1,0,12913.19,0.0,12913.19,92.0,1,0,0,Heavy Jet,5.0,1
C-11DA459FBA0A,Individual,55-64,M,South,2023-10-01,2024-08-02,2026-01-14,17,9,7,135291.24,112300.77,15032.36,5.9,5,4,0,Super Mid,,2
C-DDD4A7FEC4C3,Individual,45-54,M,International,2023-11-01,2024-01-02,2025-03-26,311,6,1,132686.07,17744.19,22114.34,11.8,4,2,0,Heavy Jet,1.0,6
C-200D09DF0114,Individual,25-34,M,Northeast,2024-03-01,2024-05-11,2025-12-14,48,11,6,234861.53,121537.17,21351.05,30.7,5,5,1,Ultra Long Range,,5
C-AE573DA0C5D3,Individual,35-44,M,South,2023-11-01,2025-04-24,2025-04-24,282,1,1,19804.43,19804.43,19804.43,22.0,0,1,0,Super Mid,7.0,6
C-FE4434C8E828,Individual,25-34,M,Northeast,2024-03-01,2024-03-20,2025-06-22,223,14,5,206666.11,82853.51,14761.86,10.4,3,11,0,Light Jet,7.0,0
C-BBE973F13886,Business,45-54,Unknown,West,2024-01-01,2024-01-09,2024-01-09,753,1,0,13481.23,0.0,13481.23,5.0,1,0,0,Ultra Long Range,1.0,4
C-0DBD34D9B624,Individual,45-54,M,South,,2024-04-11,2024-04-11,660,1,0,11414.69,0.0,11414.69,0.0,1,0,0,Heavy Jet,,5
C-05C702885843,Individual,65+,M,South,2023-11-01,2024-01-30,2026-01-27,4,10,3,334481.33999999997,100178.49,33448.13,5.3,9,1,0,Light Jet,,4
C-F5B4CF80EB16,Individual,55-64,M,West,2023-10-01,2024-02-19,2024-08-01,548,3,0,88631.07,0.0,29543.69,5.0,3,0,0,Light Jet,,3
C-5341FA130744,Individual,45-54,Unknown,Northeast,2023-11-01,2024-06-14,2025-11-17,75,3,1,44994.729999999996,15912.83,14998.24,6.3,3,0,0,Midsize,3.0,1
C-5F5193E880CF,Individual,55-64,M,Northeast,2024-01-01,2024-01-13,2024-01-13,749,1,0,13956.8,0.0,13956.8,46.0,1,0,0,Midsize,,6
C-8D6245B57072,Individual,25-34,F,Northeast,2025-09-01,2025-12-16,2025-12-16,46,1,1,30606.96,30606.96,30606.96,47.0,1,0,0,Heavy Jet,5.0,8
C-3278B82D6A76,Individual,45-54,M,South,2023-11-01,2024-05-18,2025-11-26,66,3,2,78737.04999999999,78676.06,26245.68,15.3,1,2,0,Heavy Jet,,4
C-7C96BDEC3615,Individual,55-64,M,South,2023-11-01,2024-10-18,2025-06-06,239,3,1,57714.740000000005,11674.02,19238.25,25.0,2,1,0,Midsize,,4
C-C27D753CC7D4,Individual,35-44,M,Northeast,2024-08-01,2024-08-11,2024-08-11,538,1,0,18461.91,0.0,18461.91,1.0,0,1,0,Midsize,,3
C-46F2815E855D,Individual,55-64,M,South,2023-12-01,2024-12-30,2024-12-30,397,1,0,16467.49,0.0,16467.49,,1,0,0,Light Jet,,7
C-90EC86674630,Individual,55-64,M,South,2024-11-01,2024-12-20,2025-10-08,115,4,3,91008.45999999999,72042.3,22752.12,28.0,1,3,0,Midsize,8.0,3
C-2FB229C04014,Individual,45-54,,Midwest,2024-05-01,2024-05-10,2025-08-04,180,2,1,41099.439999999995,7084.17,20549.72,0.5,1,1,0,Heavy Jet,,2
C-AEF071609D4C,Individual,55-64,M,Unknown,2021-04-01,2024-02-14,2025-11-24,68,11,5,378033.87,177215.52,34366.72,8.3,3,8,0,Heavy Jet,,3
C-D288DD976876,Individual,65+,M,West,,2024-01-03,2024-12-28,399,6,0,102980.97,0.0,17163.5,14.5,5,0,1,Midsize,0.0,6
C-92578BE8A8CD,Individual,45-54,M,Midwest,2024-03-01,2024-03-21,2024-03-23,679,2,0,29136.98,0.0,14568.49,39.5,0,2,0,Light Jet,,3
C-7621CAB4E31B,Individual,45-54,Unknown,South,2024-03-01,2024-03-23,2024-03-23,679,1,0,105397.77,0.0,105397.77,56.0,0,1,0,Heavy Jet,,1
C-36B1525124E3,Individual,45-54,F,Unknown,2024-04-01,2024-05-15,2025-11-13,79,14,7,170939.12,73448.96,12209.94,7.3,9,5,0,Midsize,,5
C-3E94BE56A1D9,Individual,35-44,,South,2024-04-01,2024-04-04,2024-04-04,667,1,0,10881.44,0.0,10881.44,,1,0,0,Super Mid,,2
C-93B9841A01B1,Business,55-64,Unknown,International,2023-12-01,2024-01-06,2024-03-26,676,15,0,281547.4,0.0,18769.83,4.1,6,8,1,Super Mid,,1
C-7A79835D4125,Individual,35-44,M,Unknown,2023-12-01,2024-01-01,2025-12-14,48,25,11,526770.49,220240.63,21070.82,,14,11,0,Light Jet,,5
C-86BC59763C7A,Individual,45-54,M,West,2025-10-01,2025-10-02,2025-10-02,121,1,1,60876.13,60876.13,60876.13,8.0,0,1,0,Light Jet,,3
C-C31404FDF104,Individual,45-54,F,Unknown,2023-12-01,2024-02-14,2025-04-04,302,8,3,269474.67,116450.38,33684.33,16.6,4,4,0,Midsize,2.0,3
C-157BF017EB22,Business,55-64,Unknown,Northeast,,2024-08-19,2024-09-06,512,2,0,38601.590000000004,0.0,19300.8,9.0,0,2,0,Super Mid,7.0,4
C-09DE30487213,Individual,55-64,M,South,2024-01-01,2024-01-01,2024-01-01,761,1,0,13501.7,0.0,13501.7,4.0,0,1,0,Light Jet,,5
C-83AC81B2C380,Individual,55-64,M,Northeast,2024-01-01,2024-02-01,2025-09-15,138,16,3,348414.49,82306.91,21775.91,5.8,11,5,0,Midsize,,6
C-C3CBF7E9C8D5,Individual,45-54,M,Northeast,2024-07-01,2024-07-10,2026-01-05,26,6,2,280953.66,97913.61,46825.61,47.3,2,4,0,Light Jet,,5
C-006365127871,Individual,45-54,Unknown,South,2024-02-01,2024-02-25,2025-05-27,249,2,1,144507.59999999998,78479.09,72253.8,49.5,0,2,0,Ultra Long Range,4.0,2
C-18BA6CC07F31,Individual,35-44,M,West,2024-04-01,2024-05-30,2025-11-21,71,9,5,192663.06,101100.78,21407.01,16.9,1,8,0,Midsize,,5
C-DA480F0F5815,Individual,45-54,M,Unknown,2024-01-01,2025-01-11,2025-05-02,274,3,2,61419.68,40889.85,20473.23,32.0,3,0,0,Heavy Jet,,9
C-AC8890829EC3,Business,45-54,F,South,2024-01-01,2024-01-16,2024-01-16,746,1,0,20169.09,0.0,20169.09,14.0,0,1,0,Heavy Jet,9.0,6
C-4DE10FAC439A,Individual,55-64,,West,2025-11-01,2025-12-17,2026-01-14,17,3,3,64188.9,64188.9,21396.3,7.3,2,1,0,Light Jet,,4
C-56AA690D6FB2,Individual,35-44,M,Midwest,2024-01-01,2024-01-15,2024-01-15,747,1,0,27159.22,0.0,27159.22,6.0,1,0,0,Ultra Long Range,,5
C-ED40BDA4CCB5,Individual,55-64,Unknown,International,2024-01-01,2024-04-06,2025-03-22,315,4,1,160354.58000000002,72691.11,40088.65,75.8,0,3,1,Midsize,4.0,2
C-CE578FE506DF,Business,65+,M,Unknown,2024-01-01,2024-01-16,2025-01-31,365,7,1,175102.91999999998,15645.96,25014.7,3.4,5,2,0,Heavy Jet,6.0,5
C-E31CC360CFF0,Individual,55-64,M,Northeast,2024-04-01,2024-04-03,2024-04-03,668,1,0,52584.71,0.0,52584.71,60.0,0,1,0,Light Jet,,1
C-28DA256DB287,Individual,65+,M,Unknown,2024-10-01,2024-10-05,2024-10-05,483,1,0,9067.3,0.0,9067.3,2.0,1,0,0,Super Mid,,4
C-A2278C5CF028,Individual,35-44,F,West,2024-01-01,2024-01-18,2024-01-18,744,1,0,7933.85,0.0,7933.85,3.0,0,1,0,Super Mid,,6
C-285C9706420D,Individual,35-44,M,South,2025-01-01,2025-01-29,2026-01-04,27,4,3,117447.06,80785.66,29361.76,3.2,2,2,0,Light Jet,9.0,5
C-62F044A593DC,Business,25-34,M,Northeast,2024-05-01,2024-06-18,2025-11-16,76,7,3,221698.09,124668.13,31671.16,50.0,2,5,0,Light Jet,2.0,5
C-E3B05DD237A1,Business,65+,Unknown,West,2024-02-01,2024-02-28,2025-10-13,110,18,8,581720.53,298569.03,32317.81,9.9,2,13,3,Super Mid,,4
C-916AE9726C5A,Individual,55-64,F,South,2024-02-01,2024-11-30,2025-11-28,64,3,2,46767.47,29537.77,15589.16,24.3,3,0,0,Heavy Jet,,3
C-EE2B42671F1E,Individual,45-54,F,West,2024-04-01,2024-05-13,2025-10-19,104,15,8,226287.72,113261.16,15085.85,32.4,6,8,1,Midsize,,6
C-C699427AFEA9,Individual,45-54,Unknown,West,2024-01-01,2024-01-31,2024-03-10,692,4,0,81325.65,0.0,20331.41,0.7,4,0,0,Super Mid,,3
C-D9649A74D944,Individual,35-44,M,South,2024-02-01,2024-02-04,2024-02-04,727,1,0,22754.71,0.0,22754.71,2.0,0,1,0,Light Jet,,5
C-40F2C3B7A80D,Individual,65+,F,Northeast,2024-05-01,2024-07-24,2025-11-26,66,9,4,241231.32,113239.71,26803.48,47.6,2,7,0,Midsize,,0
C-DD0A5C23C440,Business,45-54,F,West,2024-03-01,2024-03-02,2025-04-14,292,4,2,140377.24,92029.06,35094.31,8.8,3,1,0,Light Jet,,6
C-1F65D9D450EC,Individual,45-54,,Northeast,2024-03-01,2024-03-01,2025-10-05,118,2,1,83048.43,14973.54,41524.21,7.0,1,1,0,Light Jet,,2
C-B1FEF107966A,Individual,55-64,F,South,2024-08-01,2024-08-04,2026-01-23,8,22,15,482168.11,389176.07,21916.73,5.9,9,12,1,Midsize,0.0,1
C-93C2BEE5AA27,Individual,55-64,F,South,2024-02-01,2024-02-10,2024-02-10,721,1,0,28839.87,0.0,28839.87,0.0,1,0,0,Midsize,,3
C-A8CFE39117CB,Individual,45-54,,Northeast,2024-09-01,2024-11-26,2025-06-16,229,4,2,144205.30000000002,72748.61,36051.33,32.8,0,4,0,Light Jet,,6
C-B9967A3FF923,Individual,35-44,M,International,2024-03-01,2024-03-11,2025-05-21,255,4,1,141233.74,25045.83,35308.44,,2,1,1,Heavy Jet,,2
C-E79CBC3C6AC9,Individual,55-64,M,South,2024-04-01,2024-04-10,2024-04-10,661,1,0,22497.23,0.0,22497.23,,0,1,0,Super Mid,,1
C-3EF3E82CEE5C,Individual,65+,Unknown,West,2024-03-01,2024-03-20,2024-03-20,682,1,0,16202.24,0.0,16202.24,22.0,0,1,0,Super Mid,4.0,5
C-52E7AE5E109C,Individual,65+,Unknown,South,2024-03-01,2024-03-07,2024-12-03,424,7,0,209745.03999999998,0.0,29963.58,9.6,1,3,3,Light Jet,,2
C-A295E3F34E26,Individual,65+,,South,,2024-06-18,2026-01-07,24,13,7,237646.85,125444.53,18280.53,11.5,4,9,0,Super Mid,,4
C-E3966CF8570E,Individual,45-54,M,Midwest,2024-03-01,2024-03-12,2024-03-12,690,1,0,26806.32,0.0,26806.32,4.0,1,0,0,Super Mid,6.0,6
C-6A652D045676,Individual,35-44,M,West,2024-03-01,2024-03-06,2024-03-06,696,1,0,45946.16,0.0,45946.16,7.0,0,1,0,Midsize,,3
C-A4D572863CFB,Individual,45-54,F,South,2024-06-01,2024-06-01,2024-06-01,609,1,0,24441.18,0.0,24441.18,32.0,1,0,0,Super Mid,,3
C-C09C69984BF6,Individual,45-54,F,Northeast,,2024-02-29,2024-02-29,702,1,0,37095.87,0.0,37095.87,0.0,1,0,0,Ultra Long Range,7.0,4
C-CA424A0B1DEB,Individual,55-64,M,South,2024-06-01,2024-07-30,2025-10-01,122,2,1,45523.0,18320.08,22761.5,6.0,0,2,0,Super Mid,7.0,5
C-1E4BE83442DA,Individual,35-44,M,Northeast,2024-03-01,2024-03-09,2024-03-09,693,1,0,30979.06,0.0,30979.06,7.0,1,0,0,Heavy Jet,9.0,7
C-3B97AB0D9FAF,Individual,65+,F,West,2024-03-01,2024-03-03,2024-03-03,699,1,0,24494.89,0.0,24494.89,0.0,1,0,0,Light Jet,7.0,5
C-44C3D6D770D9,Business,45-54,Unknown,South,2024-10-01,2024-10-07,2025-10-17,106,6,5,275236.67,169421.68,45872.78,,2,4,0,Midsize,,6
C-165DD1248014,Individual,45-54,M,South,2024-10-01,2025-02-21,2026-01-08,23,6,6,118818.43,118818.43,19803.07,11.8,0,6,0,Midsize,7.0,3
C-E72AC1058149,Individual,35-44,M,Northeast,2026-01-01,2026-01-15,2026-01-29,2,2,2,36865.81,36865.81,18432.9,58.5,1,1,0,Midsize,,2
C-D256719BA97A,Individual,35-44,,International,2025-04-01,2025-04-24,2025-10-24,99,2,2,97352.15000000001,97352.15,48676.08,33.5,0,2,0,Super Mid,,4
